book_name,status,is_ebook
Biomechanics of Sport and Exercise,Completed - 04 Dis: Need proof of purchase from student,False
Business Statistics Student Value Edition Plus MyLab Statistics with Pearson eText,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Business Statistics Plus MyLab Statistics with Pearson eText -- Access Card Package,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
MyLab Statistics with Pearson eText -- Standalone Access Card -- for Business Statistics,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Ukraine in Histories and Stories: Essays by Ukrainian Intellectuals (Ukrainian Voices),01 Prep: Need to Scan - unavailable,False
The Holodomor Reader,01 Prep: Need to Scan - unavailable,False
Kobzar,01 Prep: Need to Scan - unavailable,False
Functional Behavior Assessment for People With Autism: Making Sense of Seemingly Senseless Behavior,01 Prep: Need to Scan - unavailable,False
Functional Behavior Assessment for People With Autism: Making Sense of Seemingly Senseless Behavior,01 Prep: Need to Scan - unavailable,False
The Architectural History of Venice; Revised and Enlarged Edition,01 Prep: Need to Scan - unavailable,False
The Administrative Threat,01 Prep: Need to Scan - unavailable,False
"The Pity of It All A Portrait of the German-Jewish Epoch, 1743-1933",01 Prep: Need to Scan - unavailable,False
Complete Maus : A Survivor's Tale,01 Prep: Need to Scan - unavailable,False
Complete Maus : A Survivor's Tale,01 Prep: Need to Scan - unavailable,False
Complete Maus : A Survivor's Tale,01 Prep: Need to Scan - unavailable,False
Representative Government in Modern Europe,01 Prep: Need to Scan - unavailable,False
Representative Government in Modern Europe,01 Prep: Need to Scan - unavailable,False
The Rise of Luxembourg from Independence to Success,01 Prep: Need to Scan - unavailable,False
Le dieu du carnage,01 Prep: Need to Scan - unavailable,False
Abuse in Society,01 Prep: Need to Scan - unavailable,False
Chopsticks,01 Prep: Need to Scan - unavailable,False
Tell Them What You Want,01 Prep: Requested files from Publisher,False
Biased,01 Prep: Requested files from Publisher,False
OLFATO DE GOL: NUEVOS CUENTOS DE FUTBOL,01 Prep: Requested files from Publisher,False
Handbook on Teaching Social Issues: 2nd edition,01 Prep: Requested files from Publisher,False
Comparative Political Economy,01 Prep: Requested files from Publisher,False
Comparative Political Economy,01 Prep: Requested files from Publisher,False
Revolutionary Love Creating a Culturally Inclusive Literacy Classroom,01 Prep: Requested files from Publisher,False
Liquidation,01 Prep: Requested files from Publisher,False
Stupid Fucking Bird - Acting Edition,01 Prep: Requested files from Publisher,False
Experimental Organic Chemistry for Miami University Oxford,01 Prep: Requested files from Publisher,False
Abuse in Society,01 Prep: Requested files from Publisher,False
"Autodesk Inventor Professional 2018 for Designers, 18th Edition",01 Prep: Requested files from Publisher,False
Revolutionary Love Creating a Culturally Inclusive Literacy Classroom,01 Prep: Requested files from Publisher,False
Picture Inclusion!,01 Prep: Requested files from Publisher,False
Human Rights and Schooling,01 Prep: Requested files from Publisher,False
The Law School Decision Game: a Playbook for Prospective Lawyers,01 Prep: Requested files from Publisher,False
"AP Stylebook, 56th Edition (2022-2024)",01 Prep: Requested files from Publisher,False
Digital Photography,01 Prep: Requested files from Publisher,False
Picture Inclusion!,01 Prep: Requested files from Publisher,False
Integrated Korean Workbook,01 Prep: Requested files from Publisher,False
Integrated Korean,01 Prep: Requested files from Publisher,False
Integrated Korean Workbook,01 Prep: Requested files from Publisher,False
Integrated Korean,01 Prep: Requested files from Publisher,False
Advanced Strength And Applied Stress Analysis,01 Prep: Requested files from Publisher,False
The Source? Dysphagia? Fourth Edition,01 Prep: Requested files from Publisher,False
Practical Casting,01 Prep: Requested files from Publisher,False
Foundations of Global Health An Interdisciplinary Reader,Completed - 00 Order Fullfilled,False
"e-Pack: Sociology: A Global Perspective, Loose-leaf Version, 9th + MindTap Sociology powered by Knewton, 1 term (6 months) Instant Access",Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
My People the Sioux,Completed - 04 Dis: Need proof of purchase from student,False
Lakota Woman,Completed - 04 Dis: Need proof of purchase from student,False
A Misplaced Massacre,Completed - 04 Dis: Complete (Available at Bookshare.org),False
The Assassination of Hole in the Day,Not Specified,False
CHM145 Lab Manual W23 Edition,Completed - 04 Dis: Need proof of purchase from student,False
Mastering Chemistry with eText Stand Alone Access Card for Chemistry: The Central Science for [MIAMI UNIVERSITY OXFORD],Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Campbell Biology,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Modified Mastering Biology with Pearson eText -- Access Card -- for Campbell Biology (18-Weeks),Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Developing the Public Relations Campaign : A Team-Based Approach,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Cognitive Psychology in and Out of the Laboratory,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Save The Cat!: The Last Book On Screenwriting You'll Ever Need,Completed - 04 Dis: Complete (Available at Bookshare.org),False
The Comic Toolbox,Hold: Supervisor Needs to Review,False
Justice : What's the Right Thing to Do?,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Living Ethics An Introduction with Readings,Completed - 04 Dis: Need proof of purchase from student,False
Ecology: The Economy of Nature,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Whatever It Takes : Geoffrey Canada's Quest to Change Harlem and America,Completed - 04 Dis: Complete (Available at Bookshare.org),False
"So You Think I Drive a Cadillac?"" Welfare Recipients' Perspectives on the System and Its Reform""",Completed - 04 Dis: Need proof of purchase from student,False
Family Poverty In Diverse Contexts,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Understanding Comics: The Invisible Art,Completed - 00 Order Fullfilled,False
Writing and Revising & HM ENG 111 + 109 Rhethawks Composition for Miami University,Completed - 00 Order Fullfilled,False
Writing and Revising & HM ENG 111 + 109 Rhethawks Composition for Miami University,Completed - 00 Order Fullfilled,False
Modified Mastering A&P with Pearson eText -- Standalone Access Card -- for Human Anatomy & Physiology,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
A Photographic Atlas for Anatomy & Physiology,Completed - 04 Dis: Need proof of purchase from student,False
"Human Anatomy & Physiology Laboratory Manual, Cat Version",Completed - 04 Dis: Complete (Available at Bookshare.org),False
Miami University of OH Oxford Connect AC Microbiology: Sys Approach,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Writing and Revising & HM ENG 111 + 109 Rhethawks Composition for Miami University,Completed - 04 Dis: Need proof of purchase from student,False
CREATING CULTURES OF THINKING,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Nonprofit Management,Completed - 04 Dis: Need proof of purchase from student,False
The Anti-Racist Organization Dismantling Systemic Racism in the Workplace,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Social Policy for Children and Families,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Engineering Mechanics: Statics [RENTAL EDITION],Completed - 00 Order Fullfilled,False
Autodesk Inventor 2020 and Engineering Graphics,Completed - 04 Dis: Need proof of purchase from student,False
"benchmark series: microsoft excel 365, 2019 edition - level 2 (Edition: Yearly Ed.)",Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Marketing the core,Completed - 04 Dis: Need proof of purchase from student,False
Dynamic Business Law,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Dynamic Business Law,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Dynamic Business Law,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
"Fundamentals of Heat and Mass Transfer, Eigth Edition EPUB Standalone Access Card",Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Comparative Politics,Hold: Supervisor Needs to Review,False
Modern Marketing Principles and Video Case Studies,Completed - 04 Dis: Need proof of purchase from student,False
The Comic Toolbox,Hold: Supervisor Needs to Review,False
Save The Cat!: The Last Book On Screenwriting You'll Ever Need,Completed - 04 Dis: Complete (Available at Bookshare.org),False
ND MIAMI UNIVERSITY OF OH OXFORD LOOSE LEAF AVANTI; CONNECT ACCESS CARD,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Classroom Assessment for Student Learning,Completed - 04 Dis: Need proof of purchase from student,False
Spotlight on Young Children,Completed - 04 Dis: Complete (Available at Bookshare.org),False
BANANAS- READER,Completed - 00 Order Fullfilled,False
Four 15-min. Boomalang conversations,Completed - 00 Order Fullfilled,False
BANANAS- READER,Completed - 00 Order Fullfilled,False
BANANAS- READER,Completed - 00 Order Fullfilled,False
They Can Live in the Desert but Nowhere Else,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Strategic Sport Communication,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Creative Writing : Four Genres in Brief,Completed - 04 Dis: Need proof of purchase from student,False
Microbiology: An Evolving Science (Fifth Edition),Completed - 04 Dis: Complete (Available at Bookshare.org),False
Six 15-min. Boomalang conversations,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Vistas 6e SE(LL) (9-18) + SSPlus(12M),Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
"HONEYWELL UVEX Safety Goggles: Anti-Fog /Anti-Static /Anti-Scratch, ANSI Dust/Splash Rating D3, Teal (ITEM 55TA86)","Completed - 04 Dis: Not a textbook- Other (Game, supplies, etc.)",False
Student Lab Notebook,Completed - 04 Dis: Need proof of purchase from student,False
Molecular Visions Organic Model Kit with Molecular Modeling Handbook,Hold: Supervisor Needs to Review,False
"LL Introduction to Organic Chemistry, w/ WileyPLUS Next Gen Card & Molecular Model Kit (Single Semester)",Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
LAUNCHPAD FOR MEDIA & CULTURE: AN INTRODUCTION TO MASS COMMUNICATION (1-TERM ONLINE ACCESS),Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Media & Culture An Introduction to Mass Communication,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Media & Culture An Introduction to Mass Communication,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Style The Basics of Clarity and Grace,Completed - 04 Dis: Need proof of purchase from student,False
Experiencing Intercultural Communication: An Introduction,Completed - 04 Dis: Need proof of purchase from student,False
"Influence, New and Expanded: The Psychology of Persuasion",Completed - 04 Dis: Complete (Available at Bookshare.org),False
"Persuasion: Integrating Theory, Research, and Practice 4/e",Completed - 04 Dis: Need proof of purchase from student,False
NEWS REPORTING & WRITING (ED: BROOKS),Completed - 04 Dis: Need proof of purchase from student,False
Portfolio Management for Miami University,Completed - 04 Dis: Need proof of purchase from student,False
Introduction to Derivatives and Risk Management,Completed - 04 Dis: Need proof of purchase from student,False
"Investment Banking, (Includes Valuation Models + Online Course) Valuation, LBOs, M&A, and IPOs",Completed - 04 Dis: Complete (Available at Bookshare.org),False
MyLab Statistics with Pearson eText -- Standalone Access Card -- for Business Statistics,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Strategic Management,Completed - 04 Dis: Need proof of purchase from student,False
Postmodernism: A Very Short Introduction,Completed - 04 Dis: Complete (Available at Bookshare.org),False
The Art Question,Hold: Supervisor Needs to Review,False
Seven Days in the Art World,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Teacher Leadership for Social Justice: Building a Curriculum for Liberation (Second Edition),Completed - 00 Order Fullfilled,False
"Gendered Voices, Feminist Visions",Hold: Supervisor Needs to Review,False
How Humans Evolved (Ninth Edition),Completed - 04 Dis: Complete (Available at Bookshare.org),False
The Good Earth: Introduction to Earth Science,Completed - 00 Order Fullfilled,False
"Interpersonal Communication Book, The [RENTAL EDITION]",Completed - 04 Dis: Need proof of purchase from student,False
The Jakarta Method Washington's Anticommunist Crusade and the Mass Murder Program that Shaped Our World,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Out of Oakland,Completed - 04 Dis: Complete (Available at Bookshare.org),False
"Supply Chain Management, 3rd Edition",Completed - 04 Dis: Need proof of purchase from student,False
Cengage Unlimited 1 Term Printed Access Card,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
"Bundle: Financial & Managerial Accounting, Loose-Leaf Version, 14th + Cengagenowv2, 2 Terms Printed",Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
So Far From God PA,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Krik? Krak!,Hold: Supervisor Needs to Review,False
Augustown,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Ink,Hold: Supervisor Needs to Review,False
Abnormal Child Psychology,Completed - 04 Dis: Complete (Available at Bookshare.org),False
MyLab Statistics with Pearson eText -- Standalone Access Card -- for Business Statistics,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Macroeconomics,Completed - 04 Dis: Need proof of purchase from student,False
A Smarter Way to Learn Python,Completed - 04 Dis: Need proof of purchase from student,False
Strategic Management - MGT 495,Hold: Supervisor Needs to Review,False
Real Estate Finance and Investments,Completed - 04 Dis: Need proof of purchase from student,False
HOUSE ON MANGO STREET,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Old World Encounters Cross-Cultural Contacts and Exchanges in Pre-Modern Times,Completed - 00 Order Fullfilled,False
Anthropology Why It Matters,Completed - 00 Order Fullfilled,False
Introduction to Statistical Quality Control,01 Prep: Requested files from AccessText,False
Essentials of Contemporary Management,Completed - 04 Dis: Need proof of purchase from student,False
Sport Facility  &  Event Management,Completed - 04 Dis: Need proof of purchase from student,False
World Architecture: A Cross-Cultural History,Completed - 04 Dis: Need proof of purchase from student,False
World Architecture: A Cross-Cultural History,Completed - 04 Dis: Need proof of purchase from student,False
"Math in Our World: A Quantitative Reasoning Approach, 2nd - ALEKS 360 (includes eBook)",Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Organic Chemistry,Completed - 00 Order Fullfilled,False
Organic Chemistry,Completed - 00 Order Fullfilled,False
A Smarter Way to Learn Python,Completed - 04 Dis: Need proof of purchase from student,False
Foundations of Business Communication: Rhetoric for Business Professionals,Completed - 04 Dis: Need proof of purchase from student,False
"Essential Cell Biology with Ebook, Smartwork5, and Animations",Completed - 04 Dis: Complete (Available at Bookshare.org),False
"Essential Cell Biology with Ebook, Smartwork5, and Animations",Completed - 04 Dis: Complete (Available at Bookshare.org),False
Troublemakers,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Including Students with Severe and Multiple Diabilities in Typical Classrooms,Completed - 04 Dis: Need proof of purchase from student,False
LAUNCHPAD FOR MEDIA & CULTURE: AN INTRODUCTION TO MASS COMMUNICATION (1-TERM ONLINE ACCESS),Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Media & Culture An Introduction to Mass Communication,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Organic Chemistry,Completed - 00 Order Fullfilled,False
"Influence, New and Expanded: The Psychology of Persuasion",Completed - 04 Dis: Complete (Available at Bookshare.org),False
"Persuasion: Integrating Theory, Research, and Practice 4/e",Completed - 04 Dis: Need proof of purchase from student,False
Experiencing Intercultural Communication: An Introduction,Completed - 04 Dis: Need proof of purchase from student,False
LAUNCHPAD FOR MEDIA & CULTURE: AN INTRODUCTION TO MASS COMMUNICATION (1-TERM ONLINE ACCESS),Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Media & Culture An Introduction to Mass Communication,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Miami OH: General Chemistry Lab Manual 2022-2023,Completed - 04 Dis: Need proof of purchase from student,False
Mastering Chemistry with eText Stand Alone Access Card for Chemistry: The Central Science for [MIAMI UNIVERSITY OXFORD],Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Modified Mastering Biology with Pearson eText -- Access Card -- for Campbell Biology (18-Weeks),Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Campbell Biology,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
"Environmental Science and Sustainability (with Ebook, InQuizitive, What Would You Do? Activities, Videos and Animations)",Completed - 04 Dis: Complete (Available at Bookshare.org),False
"Precedents in Architecture: Analytic Diagrams, Formative Ideas, and Partis, Fourth Edition",Completed - 04 Dis: Complete (Available at Bookshare.org),False
The Good Earth: Introduction to Earth Science,Completed - 04 Dis: Need proof of purchase from student,False
"Architecture: Form, Space, & Order",Completed - 04 Dis: Complete (Available at Bookshare.org),False
Introduction to Social Work,Completed - 04 Dis: Complete (Available at Bookshare.org),False
"Criminal Courts Structure, Process, and Issues",Completed - 04 Dis: Complete (Available at Bookshare.org),False
Applied Anthropology Tools and Perspectives for Contemporary Practice,Completed - 00 Order Fullfilled,False
CHM145 Lab Manual W23 Edition,Completed - 00 Order Fullfilled,False
Conducting Research: Social and Behavioral Science Methods,Completed - 04 Dis: Complete (Available at Bookshare.org),False
"WebAssign Printed Access Card for Stewart/Redlin/Watson's Precalculus, Enhanced Edition, 7th Edition",Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Achieve for Principles of Microeconomics (1-Term Online Access),Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
"Strategic Writing: Multimedia Writing for Public Relations, Advertising and More",Completed - 04 Dis: Need proof of purchase from student,False
"AP Stylebook, 55th Edition 2020-2021",Completed - 04 Dis: Need proof of purchase from student,False
LAUNCHPAD FOR MEDIA & CULTURE: AN INTRODUCTION TO MASS COMMUNICATION (1-TERM ONLINE ACCESS),Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Criminal Evidence,Completed - 00 Order Fullfilled,False
Looseleaf for Marketing: The Core,Completed - 04 Dis: Need proof of purchase from student,False
"Foundations of Speech and Hearing: Anatomy and Physiology, Second Edition",Completed - 04 Dis: Need proof of purchase from student,False
"Foundations of Speech and Hearing: Anatomy and Physiology, Second Edition",Completed - 04 Dis: Need proof of purchase from student,False
Cognitive Communication Disorders,Completed - 04 Dis: Need proof of purchase from student,False
The Complete Aeschylus Volume I: The Oresteia,Completed - 00 Order Fullfilled,False
The Complete Aeschylus Volume I: The Oresteia,Completed - 00 Order Fullfilled,False
A Modern History of Japan From Tokugawa Times to the Present,Completed - 00 Order Fullfilled,False
Clinical Voice Pathology,Completed - 00 Order Fullfilled,False
Voice Therapy,Completed - 00 Order Fullfilled,False
How to Take Smart Notes,Completed - 00 Order Fullfilled,False
How to Take Smart Notes,Completed - 00 Order Fullfilled,False
The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you,Completed - 00 Order Fullfilled,False
The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you,Completed - 00 Order Fullfilled,False
The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you,Completed - 00 Order Fullfilled,False
The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you,Completed - 00 Order Fullfilled,False
The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you,Completed - 00 Order Fullfilled,False
The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you,Completed - 00 Order Fullfilled,False
The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you,Completed - 00 Order Fullfilled,False
The Mom Test: How to talk to customers & learn if your business is a good idea when everyone is lying to you,Completed - 00 Order Fullfilled,False
Human Anatomy Laboratory Manual with Cat Dissections,Completed - 00 Order Fullfilled,False
Loose Leaf for Chemistry in Context,Completed - 00 Order Fullfilled,False
Arts Management Uniting Arts and Audiences in the 21st Century,Completed - 00 Order Fullfilled,False
Managerial Accounting,Completed - 04 Dis: Need proof of purchase from student,False
Managerial Accounting,Completed - 04 Dis: Need proof of purchase from student,False
Metamorphoses,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Lysistrata and Other Plays,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Euripides : Ten Plays,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Dirt,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Cengage Unlimited 1 Term Printed Access Card,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
MyLab Statistics with Pearson eText -- Standalone Access Card -- for Business Statistics,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
M: Information Systems,Completed - 00 Order Fullfilled,False
Miami OH: Loose Leaf Marketing the Core; Connect Access Card,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
M: Information Systems,Completed - 04 Dis: Need proof of purchase from student,False
Essentials of Investments,Completed - 04 Dis: Need proof of purchase from student,False
Global Aging,Completed - 04 Dis: Need proof of purchase from student,False
Motor Learning and Performance,Completed - 04 Dis: Need proof of purchase from student,False
Writing and Revising & HM ENG 111 + 109 Rhethawks Composition for Miami University,Completed - 04 Dis: Need proof of purchase from student,False
COURTS,Completed - 00 Order Fullfilled,False
Essential Environment,Completed - 00 Order Fullfilled,False
Modern Marketing Principles & Mimic Marketing Principles & Video Case Studies,Completed - 04 Dis: Need proof of purchase from student,False
ND MIAMI UNIVERSITY HAMILTON ALEKS 360 AC 18W BEGINNING & INTERMEDIATE ALGEBRA,Completed - 04 Dis: Need proof of purchase from student,False
Persepolis,Completed - 04 Dis: Need proof of purchase from student,False
Global Aging,Completed - 00 Order Fullfilled,False
"The Biology of Horticulture: An Introductory Textbook, 2nd Edition",Completed - 00 Order Fullfilled,False
"Because I Remember Terror, Father, I Remember You",Completed - 04 Dis: Need proof of purchase from student,False
Macroeconomics [RENTAL EDITION],Completed - 04 Dis: Need proof of purchase from student,False
Business Statistics Student Value Edition Plus MyLab Statistics with Pearson eText,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Business Statistics Plus MyLab Statistics with Pearson eText -- Access Card Package,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
MyLab Statistics with Pearson eText -- Standalone Access Card -- for Business Statistics,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Managerial Accounting,Completed - 04 Dis: Need proof of purchase from student,False
Foundations of Business Communication: Rhetoric for Business Professionals,Completed - 04 Dis: Need proof of purchase from student,False
A Smarter Way to Learn Python,Completed - 04 Dis: Need proof of purchase from student,False
PRINCIPLES OF MICROECONOMICS                                          ,Completed - 04 Dis: Need proof of purchase from student,False
Writing and Revising & HM ENG 111 + 109 Rhethawks Composition for Miami University,Completed - 04 Dis: Need proof of purchase from student,False
Writing and Revising & HM ENG 111 + 109 Rhethawks Composition for Miami University,Completed - 04 Dis: Need proof of purchase from student,False
Writing and Revising & HM ENG 111 + 109 Rhethawks Composition for Miami University,Completed - 04 Dis: Need proof of purchase from student,False
Fear and Loathing in Las Vegas A Savage Journey to the Heart of the American Dream,Completed - 04 Dis: Complete (Available at Bookshare.org),False
"Environmental Science and Sustainability (with Ebook, InQuizitive, What Would You Do? Activities, Videos and Animations)",Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Cengage Unlimited 1 Term Printed Access Card,Completed - 04 Dis: Not a textbook- Access Card (E-Text),True
Mastering Chemistry with eText Stand Alone Access Card for Chemistry: The Central Science for [MIAMI UNIVERSITY OXFORD],Completed - 04 Dis: Need proof of purchase from student,False
Lifespan Development: Lives in Context,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Ten Days in a Mad-House: A Graphic Adaptation,Completed - 04 Dis: Need proof of purchase from student,False
Ten Days in a Mad-House: A Graphic Adaptation,Completed - 04 Dis: Need proof of purchase from student,False
Ten Days in a Mad-House: A Graphic Adaptation,Completed - 04 Dis: Need proof of purchase from student,False
What's that Sound? An Introduction to Rock and Its History 6th,Completed - 04 Dis: Complete (Available at Bookshare.org),False
Social Psychology: Fourth Edition,Completed - 04 Dis: Need proof of purchase from student,False
The Good Earth: Introduction to Earth Science,Completed - 04 Dis: Need proof of purchase from student,False
Operations and Supply Chain Management: The Core,Completed - 04 Dis: Need proof of purchase from student,False
Essentials of Investments,Completed - 04 Dis: Need proof of purchase from student,False
